iter,recovery_rate,latency_rate,susceptibility_0,susceptibility_5,susceptibility_25,susceptibility_50,susceptibility_65,relative_vaccineEfficacyVsInfection_0,relative_vaccineEfficacyVsInfection_0.5,relative_vaccineEfficacyVsInfection_16,relative_vaccineEfficacyVsInfection_65,vaccineEfficacyVsDeath_0,vaccineEfficacyVsDeath_20,vaccineEfficacyVsDeath_65,vaccineEfficacyVsHospitalization_0,vaccineEfficacyVsHospitalization_5,vaccineEfficacyVsHospitalization_16,vaccineEfficacyVsHospitalization_65,caseMortality_0,caseMortality_5,caseMortality_18,caseMortality_50,caseMortality_65,caseHospitalization_0,caseHospitalization_5,caseHospitalization_18,caseHospitalization_50,caseHospitalization_65,R0
826,0.294317405,0.539812022,0.973504124,0.741472178,0.841605193,0.856883229,0.982431541,0,0.684058899,0.731113844,0.534547615,0.45444203,0.477198976,0.548365811,0.565470415,0.384581679,0.418205272,0.535611036,7.35E-05,3.14E-05,0.001126096,0.001397045,0.021805613,0.01500382,0.002861938,0.006885477,0.020365754,0.021805613,1.265
827,0.577667705,0.507860351,0.913055375,0.790846714,0.778860081,0.788376763,0.731918248,0,0.652022486,0.624667673,0.566897109,0.50018464,0.605187428,0.543585727,0.600586095,0.573127787,0.370446733,0.458528149,8.77E-05,3.92E-05,0.00012071,0.000861925,0.0376692,0.01451414,0.001308531,0.01077635,0.026191219,0.0376692,1.265
828,0.486495115,0.517428669,0.90589744,0.792207338,0.769856975,0.808748244,0.364510261,0,0.575979669,0.700290069,0.51669334,0.531250507,0.613348588,0.349322495,0.62439406,0.505358591,0.308298677,0.47995169,3.49E-05,3.78E-05,0.001225056,0.001450412,0.01720377,0.02023116,0.000981217,0.018409175,0.018984748,0.01720377,1.265
829,0.273950759,0.524122897,0.925337105,0.876493303,0.766494244,0.951825098,0.986352695,0,0.697342401,0.69543448,0.498890924,0.592809074,0.642018555,0.397166758,0.602408102,0.60624188,0.470234379,0.544566199,0.000108154,2.75E-05,0.001113161,0.000742079,0.011684901,0.022945621,0.003046933,0.020029181,0.006202939,0.011684901,1.265
830,0.37626711,0.466752263,0.958689889,0.783691915,0.99198081,0.630461372,0.447401127,0,0.830175861,0.74277979,0.473454039,0.471301961,0.617564196,0.361612441,0.607004149,0.564371451,0.294867191,0.497881398,3.00E-05,2.25E-05,0.001327062,0.000852011,0.01941881,0.013127522,0.003079803,0.02288791,0.024574814,0.01941881,1.265
831,0.761624515,0.442360199,0.924082378,0.936784036,0.680787615,0.924878363,0.399096442,0,0.743915743,0.700331343,0.53784818,0.55817415,0.615590526,0.474994323,0.560091296,0.599412111,0.475589832,0.519066806,5.77E-05,6.67E-05,0.000656346,0.000624874,0.023453883,0.014468226,0.002300612,0.018036278,0.026265352,0.023453883,1.265
832,0.492682001,0.618952067,0.917937816,0.893942818,0.782630063,0.834119961,0.350748325,0,0.583315826,0.69631988,0.48948298,0.59073269,0.545103704,0.597485882,0.577025975,0.597235946,0.498503768,0.476375834,6.57E-05,8.04E-05,0.000118811,0.001238713,0.010884358,0.017606108,0.001340389,0.009358034,0.014518967,0.010884358,1.265
833,0.3332957,0.434409252,0.946956678,0.888424638,0.760702642,0.857072818,0.436671365,0,0.699656629,0.840336177,0.493210196,0.674666277,0.609265037,0.623379507,0.675422269,0.553368165,0.421043208,0.495816137,0.00011293,7.62E-05,0.000725633,0.000782091,0.01006454,0.017825978,0.003876918,0.011827192,0.023014892,0.01006454,1.265
834,0.283287021,0.569934274,0.969161912,0.966507931,0.782470869,0.653722552,0.757977901,0,0.724029428,0.653155782,0.525013552,0.459328297,0.487115685,0.416306835,0.669344052,0.427738553,0.501467167,0.513665802,0.000126835,2.78E-05,0.000857951,0.001392202,0.030024966,0.00606204,0.002153657,0.014432022,0.009018253,0.030024966,1.265
835,0.476820211,0.468185228,0.907282756,0.909990398,0.849924865,0.59214624,0.908496577,0,0.790512789,0.819691701,0.558209296,0.534467899,0.498133943,0.511234911,0.497076993,0.500378192,0.423504936,0.549278976,0.000218211,4.56E-05,0.000356345,0.00044169,0.03278456,0.018378313,0.001355118,0.008218438,0.017560988,0.03278456,1.265
836,0.43126023,0.494099345,0.987378785,0.960656652,0.988732337,0.504935441,0.81318991,0,0.611301175,0.655018893,0.450838769,0.418416836,0.583854684,0.606213567,0.503765392,0.452159796,0.415507542,0.454005812,0.000129313,4.31E-05,0.000310619,0.001044714,0.024293594,0.019050891,0.003957832,0.009855401,0.00859184,0.024293594,1.265
837,0.253434413,0.46984594,0.913417625,0.726108381,0.606382329,0.973197001,0.624030236,0,0.536366792,0.560105128,0.471158336,0.541302685,0.405486757,0.623745372,0.609599196,0.445200671,0.334426374,0.441076699,0.000104482,2.09E-05,0.000443562,0.001506253,0.009678595,0.00889138,0.001385491,0.011087291,0.023346113,0.009678595,1.265
838,0.372053084,0.525840601,0.937866715,0.91972088,0.839431796,0.914291034,0.345222835,0,0.662783841,0.665659393,0.467463869,0.618782592,0.631777491,0.513158311,0.62365242,0.565021717,0.392478068,0.553682768,0.000109184,3.92E-05,0.000179749,0.001183125,0.003002911,0.012038183,0.004293031,0.016901547,0.01570438,0.003002911,1.265
839,0.34964985,0.476049836,0.91870679,0.822323171,0.948745002,0.905200903,0.411689939,0,0.707975878,0.588757556,0.524710227,0.578237275,0.671485241,0.654129168,0.532832847,0.490944313,0.436857744,0.490027969,5.16E-05,2.82E-05,0.00010829,0.000598549,0.023070332,0.004332638,0.001666164,0.007159744,0.022871752,0.023070332,1.265
840,0.482125683,0.753893762,0.959549032,0.832235566,0.928420573,0.786283015,0.503934576,0,0.704547118,0.610007654,0.48993338,0.435807313,0.433498559,0.353656417,0.615801015,0.572305437,0.411716177,0.435097739,0.000186361,3.07E-05,0.000187742,0.001038697,0.024762935,0.018073988,0.006027527,0.008016483,0.019157085,0.024762935,1.265
841,0.361971983,0.522345554,0.90521225,0.970239705,0.638308402,0.928561048,0.482206638,0,0.61853871,0.837509769,0.488031332,0.677687195,0.65949844,0.395743669,0.59995133,0.564672311,0.411212531,0.584388545,6.23E-05,4.78E-05,0.001270233,0.00134155,0.036864728,0.009454232,0.001025765,0.015312558,0.01844103,0.036864728,1.265
842,0.3260493,0.482650346,0.92896612,0.935726948,0.877780228,0.930068178,0.384055357,0,0.505263067,0.691403771,0.452686541,0.489508853,0.530974569,0.68779219,0.639543191,0.531667534,0.319991795,0.501659092,0.000104816,3.45E-05,0.00015493,0.001348105,0.038741769,0.01657678,0.00207544,0.013238123,0.00407955,0.038741769,1.265
843,0.251378864,0.443727244,0.907118648,0.744227768,0.797151259,0.882653363,0.97470944,0,0.761987289,0.753891025,0.52815668,0.628209694,0.481070492,0.619213868,0.622745152,0.558900609,0.432513559,0.457065217,3.37E-05,3.12E-05,0.000240623,0.001440041,0.02015984,0.017012076,0.00437169,0.021990662,0.015250929,0.02015984,1.265
844,0.330169623,0.437520334,0.903947751,0.987253109,0.822650629,0.684469725,0.542249789,0,0.67056532,0.756240064,0.525426557,0.685535913,0.612728505,0.391550253,0.634519794,0.517275553,0.275621801,0.461820721,5.00E-05,9.45E-05,0.000219997,0.000609736,0.013948428,0.013277175,0.001524574,0.015596252,0.022157738,0.013948428,1.265
845,0.34151213,0.556776426,0.984985707,0.731893214,0.808237604,0.99371006,0.965658754,0,0.696513759,0.811340368,0.555384533,0.610255576,0.437780207,0.416070324,0.465299365,0.540495755,0.348369664,0.43156456,0.000161597,6.42E-05,0.000358051,0.000791593,0.011846141,0.017711074,0.002522955,0.003737895,0.021176488,0.011846141,1.265
846,0.411442434,0.453906982,0.96486244,0.833531502,0.912394066,0.847401558,0.974750142,0,0.80328997,0.674758946,0.524113607,0.717966837,0.685602495,0.590608753,0.551110115,0.498169438,0.476684337,0.513689799,8.88E-05,9.17E-05,0.000438948,0.001262243,0.011649728,0.022801233,0.001738921,0.009206208,0.015915996,0.011649728,1.265
847,0.330894972,0.511102594,0.948677493,0.943536906,0.954421626,0.803034735,0.582094766,0,0.657193129,0.741942681,0.476411234,0.569117868,0.627639511,0.629427456,0.581880738,0.54725783,0.462818295,0.383858323,0.000190517,4.79E-05,0.000231384,0.00128173,0.027447113,0.020965497,0.001749233,0.011592614,0.020704212,0.027447113,1.265
848,0.254583277,0.583077199,0.999491783,0.718936606,0.863529961,0.853357526,0.729025752,0,0.662059043,0.701631999,0.417210703,0.653573035,0.470255056,0.364292995,0.623215287,0.517769562,0.468181031,0.529180312,0.000157031,7.44E-05,0.000668262,0.001410743,0.018048291,0.019381435,0.00130862,0.010203199,0.026170384,0.018048291,1.265
849,0.435330421,0.604853054,0.99663122,0.793425891,0.984690308,0.764174159,0.654881159,0,0.543716411,0.749893991,0.52753298,0.54581184,0.431183012,0.454823114,0.657838868,0.605383426,0.524675949,0.542783798,0.000110754,6.60E-05,0.000441624,0.001258652,0.017149342,0.011499078,0.001212666,0.004147463,0.027260358,0.017149342,1.265
850,0.402054874,0.547411732,0.98104951,0.945407778,0.808403405,0.936495886,0.501042327,0,0.689481939,0.601598691,0.46777944,0.481186593,0.472915228,0.332509223,0.70221684,0.473590491,0.432547387,0.533532843,4.59E-05,6.63E-05,0.000123588,0.000653401,0.02816681,0.013237368,0.000972254,0.022564845,0.006938666,0.02816681,1.265
851,0.357102001,0.533434435,0.981440357,0.793359053,0.757692954,0.974197581,0.327211075,0,0.672796889,0.735131701,0.480915723,0.417217399,0.547092278,0.584215466,0.61466073,0.576157078,0.498328382,0.408051726,0.000120402,2.40E-05,0.000564646,0.000561169,0.025295051,0.017199161,0.001364261,0.021964577,0.02434221,0.025295051,1.265
852,0.44420601,0.55077495,0.971474191,0.950988056,0.711004077,0.651276069,0.871531746,0,0.907672275,0.690237446,0.541630481,0.504942718,0.467055143,0.671788117,0.678952502,0.441082337,0.484523197,0.506288292,4.34E-05,8.16E-05,0.00046712,0.001010545,0.020906904,0.009927878,0.001097514,0.005324479,0.027055118,0.020906904,1.265
853,0.37094165,0.496687093,0.900622929,0.79118268,0.966707071,0.911983156,0.85330405,0,0.743983691,0.761908245,0.483014343,0.643280218,0.42361877,0.446118003,0.683300771,0.534561914,0.467587107,0.50063558,0.00013067,5.71E-05,0.000617223,0.000904948,0.020502672,0.016433093,0.001911667,0.021129261,0.012519935,0.020502672,1.265
854,0.238866756,0.452012922,0.953996312,0.935142162,0.822162953,0.55204251,0.832109844,0,0.658969039,0.818340553,0.466101512,0.683216559,0.541908903,0.675612935,0.563615914,0.607501856,0.419332106,0.583080489,6.02E-05,5.13E-05,0.000168954,0.001327575,0.011216085,0.013453588,0.002423822,0.016754647,0.013998814,0.011216085,1.265
855,0.335298752,0.589963255,0.938007629,0.731093092,0.869240075,0.812939402,0.936409113,0,0.776453323,0.56027064,0.501569035,0.471774674,0.452642576,0.663893609,0.592341541,0.509264875,0.318967872,0.540210914,4.44E-05,5.38E-05,0.001197679,0.000757663,0.007723058,0.007616352,0.001129016,0.007572341,0.013598362,0.007723058,1.265
856,0.353712305,0.637950611,0.952785491,0.962269736,0.690414754,0.968492095,0.617344048,0,0.703541774,0.626435955,0.533576278,0.555018442,0.578199179,0.385825851,0.553050677,0.582475288,0.348589877,0.468007395,8.96E-05,1.48E-05,0.000296501,0.001302244,0.03119528,0.012627333,0.002275378,0.009358345,0.01980991,0.03119528,1.265
857,0.490243339,0.595480749,0.926076736,0.772372037,0.89157718,0.839105229,0.409176688,0,0.631058107,0.79506793,0.506361395,0.706262909,0.432422025,0.65911831,0.496155083,0.480381928,0.3983597,0.49441047,5.48E-05,1.30E-05,0.000927981,0.001273486,0.018730505,0.009422126,0.002016546,0.021953934,0.006048269,0.018730505,1.265
858,0.605036137,0.604252227,0.902434575,0.957479709,0.717424441,0.568702532,0.448210478,0,0.586246598,0.578808747,0.567400075,0.415428058,0.601137372,0.438086381,0.602209035,0.555736531,0.454644973,0.468000213,3.87E-05,2.16E-05,0.000496614,0.00117134,0.018739874,0.012480986,0.001859846,0.010830368,0.023368946,0.018739874,1.265
859,0.324387622,0.475048029,0.908867198,0.809018424,0.787087563,0.672966277,0.654563437,0,0.473039573,0.797299376,0.440079573,0.733335257,0.496023072,0.516606471,0.541967436,0.409430547,0.398675357,0.517973806,0.000216009,2.43E-05,0.000916041,0.001409346,0.020902728,0.010729123,0.003127896,0.010827127,0.013399209,0.020902728,1.265
860,0.29687572,0.565146029,0.976502077,0.830857318,0.882020494,0.827555746,0.740410471,0,0.629339821,0.641092952,0.459763646,0.539982618,0.682037423,0.546846863,0.54079752,0.503234699,0.385417095,0.483377024,5.85E-05,1.06E-05,0.000504706,0.000825291,0.020188226,0.009387649,0.002123432,0.022921418,0.023070428,0.020188226,1.265
861,0.309157156,0.470666457,0.955055331,0.85557419,0.788755547,0.775400138,0.532077903,0,0.701375085,0.749589341,0.532902293,0.55415864,0.436120177,0.600656771,0.547022712,0.397846897,0.491839414,0.398125418,0.000106229,3.83E-05,0.000986173,0.001465332,0.009548967,0.013003174,0.001417906,0.017595705,0.024269827,0.009548967,1.265
862,0.509281039,0.478909268,0.90218215,0.760474898,0.766320305,0.991238918,0.75375829,0,0.748445901,0.71259971,0.481008191,0.418883665,0.580212337,0.64655377,0.627104443,0.632948598,0.44457096,0.466537542,8.32E-05,5.57E-05,0.000722779,0.001273917,0.017203575,0.013662244,0.001482607,0.005041158,0.011055626,0.017203575,1.265
863,0.276024853,0.629621389,0.905167425,0.922059906,0.991967535,0.963379993,0.629693583,0,0.8799424,0.699887641,0.522844682,0.442955394,0.69952737,0.608790988,0.589046843,0.516122244,0.29944558,0.501189103,0.000223839,5.32E-05,0.000522677,0.000804398,0.03399652,0.012723184,0.004203299,0.009115785,0.006780975,0.03399652,1.265
864,0.30452299,0.513966604,0.952320306,0.940380516,0.712775112,0.849008827,0.339358146,0,0.960181522,0.607792324,0.463065196,0.642329216,0.486002356,0.419977524,0.629980194,0.502356498,0.490881577,0.432676416,0.000116491,5.44E-05,0.000352656,0.000878746,0.017553021,0.009953746,0.00195035,0.005683936,0.009572828,0.017553021,1.265
865,0.499559501,0.437487333,0.997531932,0.856466444,0.842616796,0.703033857,0.329514062,0,0.675623657,0.602643397,0.491107075,0.688068307,0.667976696,0.606492312,0.58673343,0.514792473,0.519538276,0.497352728,3.46E-05,6.10E-05,0.001033689,0.000638653,0.014629031,0.020621259,0.00554685,0.004431072,0.025044684,0.014629031,1.265
866,0.419671219,0.50307582,0.982855647,0.892839657,0.911627522,0.763047688,0.460299572,0,0.613588652,0.654891578,0.467255368,0.57180773,0.586885744,0.374612403,0.620446804,0.573807739,0.432457102,0.476639218,0.000172648,4.48E-05,0.000341769,0.000580696,0.019740553,0.013023596,0.003753716,0.010888691,0.016247611,0.019740553,1.265
867,0.404188196,0.562761744,0.965805762,0.9279371,0.857027936,0.752797025,0.344866526,0,0.740486874,0.792641508,0.446567898,0.688595792,0.609133704,0.586667843,0.694015878,0.587195089,0.34041239,0.522060403,0.000124138,4.96E-05,0.000645465,0.000522903,0.014700233,0.010120682,0.000781702,0.012023193,0.023659171,0.014700233,1.265
868,0.368470293,0.459544603,0.936118613,0.73820963,0.72480359,0.767997816,0.883834535,0,0.79339049,0.57601719,0.487582152,0.68958151,0.593115683,0.430636477,0.665196914,0.478934275,0.469970043,0.396822747,0.000200903,6.33E-05,0.000887124,0.001320784,0.026911319,0.018701441,0.002649363,0.017751358,0.021468857,0.026911319,1.265
869,0.444796495,0.523163366,0.98622125,0.952278618,0.892567267,0.548913933,0.824366131,0,0.576804221,0.549790997,0.442843643,0.427111346,0.505259982,0.599257078,0.500744928,0.534963421,0.378462743,0.487600687,3.77E-05,2.43E-05,0.001044859,0.00147323,0.020441406,0.009869027,0.001020353,0.011994231,0.020631576,0.020441406,1.265
870,0.728827073,0.529343673,0.941285672,0.763242745,0.769709768,0.688890773,0.842901235,0,0.616717718,0.613166477,0.504273696,0.623284747,0.499057901,0.660192157,0.451043505,0.43794556,0.406320665,0.512671,3.56E-05,3.58E-05,0.000134974,0.001389859,0.026350818,0.010995433,0.00435996,0.003772539,0.02080307,0.026350818,1.265
871,0.376571572,0.508878177,0.902520944,0.992778561,0.81863154,0.676867058,0.590386865,0,0.903557284,0.764750227,0.510789363,0.467885833,0.559120569,0.655585851,0.55297158,0.384923031,0.536467335,0.428006019,0.000177904,6.48E-05,0.000623607,0.000644076,0.030867941,0.020995061,0.003328235,0.00752932,0.020232181,0.030867941,1.265
872,0.463448429,0.763361135,0.988881014,0.853115118,0.864966852,0.760405557,0.306748424,0,0.66859739,0.735604543,0.478298806,0.630755819,0.503613945,0.462033052,0.662087864,0.536606985,0.371081418,0.400795681,9.35E-05,2.90E-05,0.000543315,0.001155515,0.024669459,0.021440606,0.00340532,0.007345629,0.020064864,0.024669459,1.265
873,0.384953441,0.628562261,0.986705423,0.730374716,0.867310377,0.933159719,0.844177641,0,0.737328285,0.840406083,0.551669237,0.728494477,0.678740521,0.60713048,0.637955245,0.569074826,0.415666498,0.423649597,0.000214197,5.87E-05,0.000303846,0.001194625,0.026488872,0.016395902,0.001303778,0.02482655,0.011644743,0.026488872,1.265
874,0.388966566,0.490166267,0.970054332,0.78367046,0.968719645,0.617178927,0.320672314,0,0.656668336,0.568769238,0.469358503,0.499716233,0.538498243,0.517134115,0.507584114,0.564537828,0.456373461,0.47133495,0.000149417,6.80E-05,0.000119934,0.001100516,0.011774225,0.006229866,0.004501034,0.025193821,0.011297723,0.011774225,1.265
875,0.371912369,0.406925323,0.974272241,0.996121846,0.801665192,0.835409251,0.856623024,0,0.873948957,0.600544722,0.49760801,0.584633889,0.581231784,0.483805753,0.501791773,0.587311408,0.358874107,0.573859056,0.000195515,3.30E-05,0.000939924,0.001222541,0.015738727,0.014095726,0.001926645,0.013684489,0.007741832,0.015738727,1.265
876,0.27378039,0.442720816,0.921574876,0.795668885,0.972309551,0.888071568,0.653027925,0,0.760855234,0.619836448,0.419253944,0.543082617,0.586382776,0.535260939,0.581797728,0.580470129,0.332861585,0.460664276,7.04E-05,5.11E-05,0.000522589,0.001220655,0.012271272,0.018775849,0.001095104,0.017653217,0.018679792,0.012271272,1.265
877,0.611052986,0.538659386,0.952332491,0.836351247,0.649180643,0.907769863,0.650359222,0,0.697625728,0.649022194,0.558389216,0.602532794,0.548563223,0.42374783,0.526530847,0.430589771,0.409325599,0.418063546,0.000199716,2.61E-05,0.000232425,0.000564932,0.021391978,0.02122097,0.006016342,0.011990743,0.011540389,0.021391978,1.265
878,0.510436035,0.4413136,0.99236694,0.720671526,0.633517795,0.582816171,0.95936604,0,0.626521013,0.766909586,0.471970033,0.496453067,0.682648822,0.494460561,0.541728125,0.501431485,0.438846776,0.456352074,0.000235045,7.22E-05,0.000880159,0.00098507,0.015886012,0.019040093,0.002579595,0.017489762,0.013845908,0.015886012,1.265
879,0.608293315,0.476096316,0.957520887,0.790960214,0.752114025,0.744076665,0.648502745,0,0.847377584,0.683829003,0.589572949,0.726251093,0.575102063,0.352423112,0.564910425,0.480528699,0.41936744,0.551613991,3.09E-05,4.74E-05,0.001021268,0.001297194,0.023028281,0.01043983,0.002223448,0.021825791,0.018517498,0.023028281,1.265
880,0.561193027,0.467724803,0.970619412,0.872038083,0.995932301,0.810254917,0.347259644,0,0.848929233,0.624070505,0.489376302,0.630292236,0.645862034,0.55464634,0.539166785,0.597228078,0.324259988,0.484260869,0.000195151,5.10E-05,0.000128426,0.001520748,0.009543306,0.015805053,0.00509427,0.021578862,0.016336172,0.009543306,1.265
881,0.442451067,0.418838103,0.980412286,0.710585468,0.685391646,0.991388755,0.649581572,0,0.723818202,0.758689178,0.497209549,0.439760235,0.598916163,0.537568717,0.544512698,0.547269687,0.464266199,0.420309069,3.78E-05,4.76E-05,0.000329014,0.000663346,0.028796535,0.019931559,0.004040323,0.017079225,0.014111361,0.028796535,1.265
882,0.784243987,0.56627522,0.95807369,0.928531424,0.957675255,0.839679608,0.880877617,0,0.620263901,0.641441778,0.522503995,0.571247447,0.43973287,0.508200019,0.46424029,0.480574302,0.370076687,0.530549344,3.74E-05,2.84E-05,0.00061531,0.001373427,0.032709424,0.020197899,0.002144221,0.013012588,0.024384415,0.032709424,1.265
883,0.359537203,0.430734343,0.980507982,0.858127713,0.897177625,0.548505401,0.787679965,0,0.667287231,0.663486093,0.506409946,0.486985699,0.655042104,0.561430513,0.601785565,0.454935039,0.439958234,0.403800245,7.30E-05,5.51E-05,0.000653798,0.001131857,0.021637507,0.011402919,0.002931338,0.003681878,0.002946575,0.021637507,1.265
884,0.357167853,0.483087661,0.957747747,0.850031038,0.698989321,0.89135495,0.576051922,0,0.970179396,0.842972008,0.499196589,0.615361159,0.540726591,0.633159403,0.613777462,0.510073427,0.434083855,0.375373365,6.67E-05,6.06E-05,0.000392396,0.00017445,0.026523196,0.013981511,0.002393097,0.007019809,0.012424868,0.026523196,1.265
885,0.340890097,0.488377879,0.916066032,0.990906142,0.731184469,0.787008528,0.732383007,0,0.632843728,0.843911032,0.541456912,0.520443201,0.472287671,0.495801745,0.616434296,0.492761779,0.290438275,0.537620036,6.60E-05,2.25E-05,0.000106532,0.00068633,0.015383654,0.013371057,0.004228803,0.007519481,0.011653427,0.015383654,1.265
886,0.431221036,0.576498085,0.958648788,0.730988638,0.855324933,0.573769982,0.872718002,0,0.748797935,0.797008308,0.496116634,0.489456391,0.515362096,0.683442069,0.514949798,0.579787722,0.493997897,0.48248095,2.84E-05,3.85E-05,0.000106736,0.000472662,0.030192935,0.021980711,0.004070174,0.017426019,0.015297006,0.030192935,1.265
887,0.305348314,0.665696761,0.961851594,0.759082526,0.692866237,0.942703407,0.651287471,0,0.711333194,0.839988956,0.54459091,0.723336004,0.413195671,0.451802236,0.699218198,0.525823331,0.409784086,0.534586743,6.28E-05,5.24E-05,9.92E-05,0.000950462,0.023143223,0.013966314,0.00471856,0.01659245,0.015399379,0.023143223,1.265
888,0.586771464,0.446085674,0.985256912,0.930122845,0.633874049,0.971995042,0.45743575,0,0.87340605,0.68144695,0.448340263,0.474659372,0.61856185,0.568603539,0.54825559,0.448149166,0.3102171,0.56181605,9.13E-05,3.66E-05,0.000325083,0.001025093,0.006873615,0.011339966,0.002267995,0.015902779,0.018401885,0.006873615,1.265
889,0.608479994,0.419346095,0.999771277,0.94440992,0.715533452,0.979295705,0.500586367,0,0.704363984,0.679276551,0.546571019,0.602335159,0.489664799,0.586372396,0.643803871,0.475600295,0.475635106,0.485705926,0.000191496,4.19E-05,0.000927079,0.001033779,0.018977581,0.010426039,0.002862424,0.009273702,0.013623715,0.018977581,1.265
890,0.324578093,0.671315842,0.901845344,0.73960149,0.696125014,0.763871115,0.842621581,0,0.917560662,0.870492249,0.452826024,0.576954048,0.59685298,0.573210518,0.559423257,0.589820853,0.441223507,0.529184436,0.000124304,1.88E-05,0.000658253,0.000645753,0.01871735,0.004849777,0.001842115,0.01798186,0.015870572,0.01871735,1.265
891,0.288795351,0.444282439,0.953821581,0.905501913,0.692020809,0.916081101,0.887147987,0,0.638853838,0.630001264,0.501530074,0.42944992,0.480672588,0.53893535,0.510695802,0.520058542,0.395299507,0.452627934,3.88E-05,3.28E-05,0.000775137,0.001354125,0.026830058,0.019801078,0.004358884,0.005497675,0.027375823,0.026830058,1.265
892,0.404170523,0.590360264,0.976390069,0.767195106,0.845429904,0.966832487,0.563352037,0,0.824660439,0.768012642,0.440971372,0.532736648,0.465183628,0.378695158,0.61611877,0.587159607,0.344771218,0.438738493,4.19E-05,6.96E-05,0.000275793,0.000911092,0.027222878,0.019952488,0.00113777,0.005199831,0.017692229,0.027222878,1.265
893,0.376065246,0.544715404,0.933398205,0.965946922,0.662039085,0.622554798,0.741236926,0,0.664244615,0.655932889,0.468389453,0.61933198,0.450415427,0.579396928,0.609488774,0.489306928,0.480623043,0.43185885,9.63E-05,2.80E-05,0.000164673,0.000687225,0.017293282,0.004601733,0.004137379,0.007745599,0.011421521,0.017293282,1.265
894,0.575948169,0.424828834,0.980594024,0.856028383,0.804032896,0.88089537,0.639611622,0,0.728045628,0.757620279,0.507293486,0.711368577,0.412036919,0.652951237,0.689315546,0.58807967,0.488549821,0.448233904,7.13E-05,2.37E-05,0.000672359,0.001213173,0.018330634,0.01299942,0.001862433,0.008656547,0.019494469,0.018330634,1.265
895,0.394091018,0.501336639,0.998873264,0.982783411,0.776262567,0.86672967,0.341953223,0,0.785041529,0.689810789,0.441517564,0.735165759,0.653555355,0.482245819,0.664161992,0.404502249,0.346818161,0.440342982,4.83E-05,2.87E-05,0.000439724,0.000846577,0.02153238,0.020708015,0.004720081,0.015902808,0.014468683,0.02153238,1.265
896,0.374141399,0.578754069,0.999540538,0.944842955,0.710675362,0.848278135,0.834874258,0,0.877353018,0.666041711,0.513495608,0.518218571,0.50473853,0.597996242,0.700964586,0.412838827,0.378075331,0.532517461,4.69E-05,4.32E-05,0.000730743,0.000692889,0.01702497,0.010954658,0.001348428,0.003368715,0.01503297,0.01702497,1.265
897,0.349265921,0.597575076,0.917869591,0.724720018,0.951635924,0.768304696,0.700751526,0,0.740960124,0.64279078,0.490176916,0.478390475,0.644579443,0.569978812,0.617332541,0.545295831,0.423741791,0.443594366,8.41E-05,5.67E-05,0.000362318,0.001132693,0.013733678,0.012795517,0.004377139,0.006171494,0.016747245,0.013733678,1.265
898,0.455557721,0.433211164,0.958241101,0.765207426,0.777876529,0.607364799,0.566814319,0,0.916380002,0.679221245,0.527226186,0.429018501,0.685215519,0.532084614,0.489056698,0.476922157,0.538918189,0.580844494,6.47E-05,9.78E-05,0.000325225,0.001372346,0.030574578,0.010663339,0.003946124,0.00583702,0.010085383,0.030574578,1.265
899,0.555175135,0.458758038,0.913437796,0.86967627,0.605294612,0.61656122,0.686589454,0,0.949877647,0.664662576,0.429054848,0.449129236,0.694223712,0.537680666,0.564832928,0.504730824,0.303658301,0.48247708,6.51E-05,2.73E-05,0.000126915,0.001157256,0.028188847,0.013111031,0.0010411,0.009696678,0.011175431,0.028188847,1.265
900,0.312317599,0.619622852,0.943412429,0.866776594,0.981169766,0.564382652,0.567222794,0,0.888944314,0.724986115,0.479299155,0.467237916,0.650661438,0.48188345,0.60719082,0.519784508,0.470957026,0.527703499,7.50E-05,3.09E-05,0.001139425,0.000220323,0.029595267,0.014107787,0.001584479,0.003568035,0.023656494,0.029595267,1.265
901,0.318970245,0.563844442,0.988590896,0.849403663,0.852441354,0.82239895,0.887380022,0,0.729695628,0.803478787,0.491570828,0.672381779,0.603566858,0.570550486,0.603569201,0.485159725,0.47273277,0.432616865,0.000119576,4.59E-05,0.001158677,0.000918286,0.015065236,0.021569778,0.000713905,0.007697231,0.013895403,0.015065236,1.265
902,0.371759081,0.477703759,0.983083558,0.942962926,0.876729274,0.94411383,0.557461321,0,0.74705611,0.705689689,0.522702438,0.408726986,0.656981554,0.526944409,0.615060282,0.601687757,0.364378948,0.533693411,3.93E-05,6.95E-05,0.000843131,0.001198161,0.026048325,0.007694668,0.002661727,0.015115717,0.017911162,0.026048325,1.265
903,0.695702616,0.49399314,0.95173784,0.897511339,0.852060372,0.510572441,0.723934313,0,0.636403412,0.681033159,0.482183945,0.618884265,0.572613539,0.448459906,0.656019097,0.414351128,0.311009683,0.463641895,0.000209779,5.82E-05,0.00052622,0.000691201,0.0063532,0.008802517,0.003142897,0.015368394,0.018138314,0.0063532,1.265
904,0.290340658,0.572169792,0.942133231,0.917251721,0.734785987,0.672032353,0.866315932,0,0.702399641,0.751026305,0.470577787,0.515818581,0.610580088,0.450519263,0.563911736,0.570166931,0.381290267,0.493344911,0.00019254,1.77E-05,0.000358024,0.001232567,0.023540487,0.008618294,0.00215615,0.011317047,0.01199398,0.023540487,1.265
